date_time,maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,moon_illumination,moonrise,moonset,sunrise,sunset,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph,location
2015-01-01 00:00:00,4,-3,0.0,8.7,2,71,03:24 PM,04:52 AM,08:25 AM,05:53 PM,-13,-7,-2,-7,23,5,41,0.0,1024,-2,10,262,13,21220
2015-01-01 12:00:00,4,-3,0.0,8.7,2,71,03:24 PM,04:52 AM,08:25 AM,05:53 PM,-12,-1,4,-1,21,5,30,0.0,1020,4,10,226,17,21220
2015-01-02 00:00:00,6,0,0.0,8.7,2,78,04:10 PM,05:51 AM,08:25 AM,05:54 PM,-6,-5,0,-5,20,14,64,0.0,1021,0,10,241,9,21220
2015-01-02 12:00:00,6,0,0.0,8.7,2,78,04:10 PM,05:51 AM,08:25 AM,05:54 PM,-4,2,6,2,17,7,49,0.0,1026,6,10,280,13,21220
2015-01-03 00:00:00,6,0,0.0,3.5,2,85,05:00 PM,06:46 AM,08:26 AM,05:55 PM,-5,-3,1,-3,11,3,65,0.0,1031,1,10,36,5,21220
2015-01-03 12:00:00,6,0,0.0,3.5,2,85,05:00 PM,06:46 AM,08:26 AM,05:55 PM,2,2,6,2,10,100,78,0.3,1030,6,2,26,7,21220
2015-01-04 00:00:00,14,5,0.0,3.5,3,92,05:53 PM,07:36 AM,08:26 AM,05:56 PM,5,2,6,2,12,96,97,0.0,1019,6,10,251,8,21220
2015-01-04 12:00:00,14,5,0.0,3.5,3,92,05:53 PM,07:36 AM,08:26 AM,05:56 PM,11,10,12,10,21,64,94,0.8,1010,12,9,192,12,21220
2015-01-05 00:00:00,2,-4,0.0,7.0,2,99,06:48 PM,08:21 AM,08:26 AM,05:56 PM,0,-1,4,-1,50,0,75,0.0,1017,4,10,281,28,21220
2015-01-05 12:00:00,2,-4,0.0,7.0,2,99,06:48 PM,08:21 AM,08:26 AM,05:56 PM,-10,-6,1,-6,39,0,45,0.1,1027,1,9,285,32,21220
2015-01-06 00:00:00,-2,-6,5.1,3.5,2,95,07:44 PM,09:02 AM,08:26 AM,05:57 PM,-17,-9,-4,-9,15,46,34,0.0,1031,-4,10,329,11,21220
2015-01-06 12:00:00,-2,-6,5.1,3.5,2,95,07:44 PM,09:02 AM,08:26 AM,05:57 PM,-5,-7,-2,-7,6,100,81,2.7,1021,-2,2,211,5,21220
2015-01-07 00:00:00,-6,-12,0.0,8.7,2,88,08:40 PM,09:39 AM,08:26 AM,05:58 PM,-9,-12,-7,-12,13,38,85,0.0,1019,-7,10,278,7,21220
