date_time,maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,moon_illumination,moonrise,moonset,sunrise,sunset,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph,location
2015-01-01 00:00:00,5,0,0.0,8.7,2,71,03:26 PM,04:50 AM,08:22 AM,05:56 PM,-8,-5,0,-5,23,4,52,0.0,1025,0,10,262,13,20653
2015-01-01 12:00:00,5,0,0.0,8.7,2,71,03:26 PM,04:50 AM,08:22 AM,05:56 PM,-8,1,5,1,24,32,39,0.0,1022,5,10,245,19,20653
2015-01-02 00:00:00,8,3,0.0,8.7,3,78,04:13 PM,05:49 AM,08:23 AM,05:57 PM,-1,-1,3,-1,25,7,72,0.0,1022,3,10,244,13,20653
2015-01-02 12:00:00,8,3,0.0,8.7,3,78,04:13 PM,05:49 AM,08:23 AM,05:57 PM,-1,6,8,6,6,13,54,0.0,1026,8,10,261,4,20653
2015-01-03 00:00:00,9,4,0.0,3.5,3,85,05:03 PM,06:43 AM,08:23 AM,05:58 PM,-0,2,5,2,13,12,72,0.0,1031,5,10,99,6,20653
2015-01-03 12:00:00,9,4,0.0,3.5,3,85,05:03 PM,06:43 AM,08:23 AM,05:58 PM,6,6,9,6,9,100,83,0.2,1030,9,2,88,6,20653
2015-01-04 00:00:00,17,8,0.0,7.0,3,92,05:56 PM,07:34 AM,08:23 AM,05:59 PM,8,5,8,5,11,83,96,0.0,1020,8,10,237,7,20653
2015-01-04 12:00:00,17,8,0.0,7.0,3,92,05:56 PM,07:34 AM,08:23 AM,05:59 PM,14,17,17,17,46,49,86,0.0,1012,17,10,193,23,20653
2015-01-05 00:00:00,6,-0,0.0,9.8,1,99,06:51 PM,08:19 AM,08:23 AM,06:00 PM,3,4,8,4,42,36,71,0.7,1018,8,9,307,24,20653
2015-01-05 12:00:00,6,-0,0.0,9.8,1,99,06:51 PM,08:19 AM,08:23 AM,06:00 PM,-5,-2,4,-2,39,0,52,0.0,1027,4,10,306,30,20653
2015-01-06 00:00:00,4,-2,0.4,9.8,2,95,07:46 PM,09:00 AM,08:23 AM,06:01 PM,-13,-6,-1,-6,19,25,42,0.0,1031,-1,10,1,14,20653
2015-01-06 12:00:00,4,-2,0.4,9.8,2,95,07:46 PM,09:00 AM,08:23 AM,06:01 PM,-4,0,4,0,8,16,57,0.0,1020,4,10,162,6,20653
2015-01-07 00:00:00,-1,-7,0.0,9.8,2,88,08:42 PM,09:37 AM,08:23 AM,06:01 PM,-7,-7,-2,-7,17,26,67,0.0,1020,-2,10,333,11,20653
2015-01-07 12:00:00,-1,-7,0.0,9.8,2,88,08:42 PM,09:37 AM,08:23 AM,06:01 PM,-11,-11,-3,-11,43,74,55,0.0,1020,-3,2,322,37,20653
2015-01-08 00:00:00,-5,-10,0.0,9.8,2,81,09:37 PM,10:10 AM,08:23 AM,06:02 PM,-15,-20,-9,-20,43,15,66,0.0,1032,-9,10,323,37,20653
2015-01-08 12:00:00,-5,-10,0.0,9.8,2,81,09:37 PM,10:10 AM,08:23 AM,06:02 PM,-17,-13,-7,-13,17,2,44,0.0,1033,-7,10,292,15,20653
2015-01-09 00:00:00,4,-3,0.0,9.8,2,74,10:32 PM,10:42 AM,08:23 AM,06:03 PM,-15,-11,-3,-11,40,54,39,0.0,1024,-3,10,208,31,20653
2015-01-09 12:00:00,4,-3,0.0,9.8,2,74,10:32 PM,10:42 AM,08:23 AM,06:03 PM,-9,-2,4,-2,20,8,41,0.0,1020,4,10,272,15,20653
2015-01-10 00:00:00,-3,-7,0.0,9.8,2,68,11:27 PM,11:12 AM,08:22 AM,06:04 PM,-9,-11,-4,-11,29,0,64,0.0,1028,-4,10,334,20,20653
2015-01-10 12:00:00,-3,-7,0.0,9.8,2,68,11:27 PM,11:12 AM,08:22 AM,06:04 PM,-16,-10,-4,-10,15,0,39,0.0,1036,-4,10,318,13,20653
