date_time,maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,moon_illumination,moonrise,moonset,sunrise,sunset,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph,location
2015-01-01 00:00:00,3,-4,0.0,8.7,2,71,03:28 PM,04:55 AM,08:28 AM,05:57 PM,-15,-8,-3,-8,17,6,39,0.0,1025,-3,10,250,9,20876
2015-01-01 12:00:00,3,-4,0.0,8.7,2,71,03:28 PM,04:55 AM,08:28 AM,05:57 PM,-14,-2,3,-2,17,20,28,0.0,1020,3,10,218,14,20876
2015-01-02 00:00:00,6,-1,0.0,8.7,2,78,04:14 PM,05:54 AM,08:28 AM,05:58 PM,-7,-5,-1,-5,14,10,65,0.0,1021,-1,10,233,7,20876
2015-01-02 12:00:00,6,-1,0.0,8.7,2,78,04:14 PM,05:54 AM,08:28 AM,05:58 PM,-5,3,6,3,9,9,48,0.0,1026,6,10,269,8,20876
2015-01-03 00:00:00,4,-1,0.0,3.5,2,85,05:04 PM,06:49 AM,08:28 AM,05:58 PM,-6,-3,0,-3,11,5,65,0.0,1031,0,10,35,5,20876
2015-01-03 12:00:00,4,-1,0.0,3.5,2,85,05:04 PM,06:49 AM,08:28 AM,05:58 PM,2,0,4,0,7,100,83,0.0,1029,4,10,67,5,20876
2015-01-04 00:00:00,14,4,0.0,3.5,3,92,05:57 PM,07:39 AM,08:28 AM,05:59 PM,4,0,4,0,7,94,98,0.0,1019,4,10,220,4,20876
2015-01-04 12:00:00,14,4,0.0,3.5,3,92,05:57 PM,07:39 AM,08:28 AM,05:59 PM,11,10,12,10,12,100,94,0.2,1010,12,2,187,6,20876
2015-01-05 00:00:00,0,-5,0.0,9.7,2,99,06:52 PM,08:24 AM,08:28 AM,06:00 PM,-1,-3,3,-3,48,0,79,0.1,1018,3,10,290,26,20876
2015-01-05 12:00:00,0,-5,0.0,9.7,2,99,06:52 PM,08:24 AM,08:28 AM,06:00 PM,-12,-7,-1,-7,34,0,42,0.1,1028,-1,9,287,29,20876
2015-01-06 00:00:00,-1,-7,6.1,6.5,2,95,07:48 PM,09:05 AM,08:28 AM,06:01 PM,-19,-8,-4,-8,11,61,31,0.0,1031,-4,10,333,9,20876
2015-01-06 12:00:00,-1,-7,6.1,6.5,2,95,07:48 PM,09:05 AM,08:28 AM,06:01 PM,-5,-6,-1,-6,9,82,73,2.5,1020,-1,2,206,8,20876
2015-01-07 00:00:00,-7,-13,0.0,9.7,2,88,08:44 PM,09:42 AM,08:28 AM,06:02 PM,-9,-12,-7,-12,9,44,86,0.0,1020,-7,10,248,5,20876
2015-01-07 12:00:00,-7,-13,0.0,9.7,2,88,08:44 PM,09:42 AM,08:28 AM,06:02 PM,-15,-16,-7,-16,34,43,51,0.0,1021,-7,10,295,27,20876
2015-01-08 00:00:00,-9,-16,0.0,9.8,2,81,09:40 PM,10:15 AM,08:28 AM,06:03 PM,-18,-25,-15,-25,26,7,80,0.0,1032,-15,10,297,15,20876
2015-01-08 12:00:00,-9,-16,0.0,9.8,2,81,09:40 PM,10:15 AM,08:28 AM,06:03 PM,-16,-17,-10,-17,15,9,60,0.0,1032,-10,10,266,13,20876
2015-01-09 00:00:00,-1,-8,0.0,9.8,2,74,10:34 PM,10:46 AM,08:28 AM,06:04 PM,-16,-15,-8,-15,22,62,52,0.0,1021,-8,10,183,13,20876
2015-01-09 12:00:00,-1,-8,0.0,9.8,2,74,10:34 PM,10:46 AM,08:28 AM,06:04 PM,-8,-7,-1,-7,22,46,56,0.0,1020,-1,2,274,17,20876
2015-01-10 00:00:00,-4,-14,0.0,9.8,2,68,11:30 PM,11:16 AM,08:28 AM,06:05 PM,-13,-18,-10,-18,21,0,79,0.0,1030,-10,10,305,12,20876
2015-01-10 12:00:00,-4,-14,0.0,9.8,2,68,11:30 PM,11:16 AM,08:28 AM,06:05 PM,-17,-14,-8,-14,15,0,47,0.0,1036,-8,10,285,13,20876
2015-01-11 00:00:00,1,-9,0.0,9.8,2,61,No moonrise,11:45 AM,08:28 AM,06:06 PM,-15,-12,-8,-12,14,18,60,0.0,1036,-8,10,189,6,20876
2015-01-11 12:00:00,1,-9,0.0,9.8,2,61,No moonrise,11:45 AM,08:28 AM,06:06 PM,-9,-4,-0,-4,11,32,53,0.0,1035,-0,10,168,9,20876
2015-01-12 00:00:00,3,-0,0.0,4.9,1,54,12:25 AM,12:14 PM,08:28 AM,06:07 PM,-4,-3,0,-3,12,83,74,0.0,1032,0,10,168,6,20876
2015-01-12 12:00:00,3,-0,0.0,4.9,1,54,12:25 AM,12:14 PM,08:28 AM,06:07 PM,2,-0,2,-0,9,100,99,3.0,1023,2,7,117,5,20876
2015-01-13 00:00:00,-3,-7,0.5,9.8,1,47,01:22 AM,12:46 PM,08:27 AM,06:08 PM,-3,-6,-1,-6,14,70,88,0.6,1028,-1,8,339,8,20876
