date_time,maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,moon_illumination,moonrise,moonset,sunrise,sunset,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph,location
2015-01-01 00:00:00,2,-5,0.0,8.7,2,71,03:26 PM,04:55 AM,08:28 AM,05:55 PM,-16,-10,-4,-10,25,5,40,0.0,1024,-4,10,249,13,21157
2015-01-01 12:00:00,2,-5,0.0,8.7,2,71,03:26 PM,04:55 AM,08:28 AM,05:55 PM,-15,-4,2,-4,19,5,28,0.0,1020,2,10,218,15,21157
2015-01-02 00:00:00,4,-2,0.0,8.7,2,78,04:12 PM,05:54 AM,08:28 AM,05:56 PM,-8,-6,-1,-6,22,12,61,0.0,1021,-1,10,229,10,21157
2015-01-02 12:00:00,4,-2,0.0,8.7,2,78,04:12 PM,05:54 AM,08:28 AM,05:56 PM,-6,-0,4,-0,15,7,49,0.0,1026,4,10,273,12,21157
2015-01-03 00:00:00,3,-2,0.0,3.5,2,85,05:02 PM,06:49 AM,08:28 AM,05:56 PM,-8,-5,-1,-5,13,4,63,0.0,1031,-1,10,22,6,21157
2015-01-03 12:00:00,3,-2,0.0,3.5,2,85,05:02 PM,06:49 AM,08:28 AM,05:56 PM,0,-1,3,-1,11,100,82,0.0,1029,3,10,39,7,21157
2015-01-04 00:00:00,12,3,0.0,3.5,2,92,05:55 PM,07:39 AM,08:28 AM,05:57 PM,4,0,4,0,14,100,98,0.8,1018,4,9,241,8,21157
2015-01-04 12:00:00,12,3,0.0,3.5,2,92,05:55 PM,07:39 AM,08:28 AM,05:57 PM,9,8,10,8,17,100,93,0.5,1010,10,2,180,10,21157
2015-01-05 00:00:00,-1,-6,0.0,7.0,1,99,06:50 PM,08:24 AM,08:28 AM,05:58 PM,-2,-5,1,-5,58,0,80,0.1,1017,1,9,281,32,21157
2015-01-05 12:00:00,-1,-6,0.0,7.0,1,99,06:50 PM,08:24 AM,08:28 AM,05:58 PM,-13,-9,-2,-9,38,0,43,0.1,1027,-2,9,281,32,21157
2015-01-06 00:00:00,-4,-8,5.4,3.5,2,95,07:46 PM,09:05 AM,08:28 AM,05:59 PM,-20,-11,-6,-11,13,48,31,0.0,1031,-6,10,313,10,21157
2015-01-06 12:00:00,-4,-8,5.4,3.5,2,95,07:46 PM,09:05 AM,08:28 AM,05:59 PM,-6,-9,-4,-9,11,100,84,2.7,1021,-4,2,251,9,21157
2015-01-07 00:00:00,-8,-14,0.1,8.2,1,88,08:42 PM,09:41 AM,08:28 AM,06:00 PM,-10,-15,-9,-15,9,63,89,0.0,1019,-9,10,239,5,21157
2015-01-07 12:00:00,-8,-14,0.1,8.2,1,88,08:42 PM,09:41 AM,08:28 AM,06:00 PM,-16,-17,-8,-17,40,81,51,0.0,1020,-8,10,292,31,21157
2015-01-08 00:00:00,-11,-16,0.0,9.7,2,81,09:38 PM,10:14 AM,08:28 AM,06:01 PM,-18,-25,-16,-25,30,47,83,0.0,1031,-16,10,293,17,21157
2015-01-08 12:00:00,-11,-16,0.0,9.7,2,81,09:38 PM,10:14 AM,08:28 AM,06:01 PM,-17,-20,-12,-20,19,11,64,0.0,1032,-12,10,272,15,21157
2015-01-09 00:00:00,-2,-9,0.0,9.7,2,74,10:33 PM,10:45 AM,08:28 AM,06:02 PM,-15,-17,-9,-17,23,61,57,0.0,1021,-9,10,186,13,21157
2015-01-09 12:00:00,-2,-9,0.0,9.7,2,74,10:33 PM,10:45 AM,08:28 AM,06:02 PM,-9,-9,-2,-9,30,53,59,0.0,1019,-2,10,270,23,21157
2015-01-10 00:00:00,-9,-15,0.0,9.8,2,68,11:29 PM,11:15 AM,08:28 AM,06:03 PM,-14,-20,-12,-20,25,1,86,0.0,1029,-12,10,288,13,21157
2015-01-10 12:00:00,-9,-15,0.0,9.8,2,68,11:29 PM,11:15 AM,08:28 AM,06:03 PM,-17,-18,-10,-18,14,0,56,0.0,1036,-10,10,281,12,21157
2015-01-11 00:00:00,-1,-10,0.0,9.8,2,61,No moonrise,11:44 AM,08:28 AM,06:04 PM,-15,-14,-10,-14,14,25,68,0.0,1037,-10,10,194,7,21157
2015-01-11 12:00:00,-1,-10,0.0,9.8,2,61,No moonrise,11:44 AM,08:28 AM,06:04 PM,-8,-7,-2,-7,14,34,65,0.0,1035,-2,10,167,11,21157
2015-01-12 00:00:00,1,-1,0.5,4.9,1,54,12:24 AM,12:13 PM,08:28 AM,06:05 PM,-3,-4,-0,-4,12,98,83,0.0,1032,-0,10,166,7,21157
2015-01-12 12:00:00,1,-1,0.5,4.9,1,54,12:24 AM,12:13 PM,08:28 AM,06:05 PM,1,-2,1,-2,6,100,100,5.8,1023,1,7,83,4,21157
2015-01-13 00:00:00,-6,-8,0.5,9.8,1,47,01:21 AM,12:45 PM,08:27 AM,06:06 PM,-4,-8,-2,-8,16,62,89,0.6,1028,-2,5,4,9,21157
2015-01-13 12:00:00,-6,-8,0.5,9.8,1,47,01:21 AM,12:45 PM,08:27 AM,06:06 PM,-11,-14,-7,-14,16,33,69,0.0,1036,-7,10,36,14,21157
2015-01-14 00:00:00,-3,-7,0.9,4.9,2,41,02:19 AM,01:20 PM,08:27 AM,06:07 PM,-12,-11,-6,-11,21,59,62,0.0,1034,-6,10,59,14,21157
